model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff,conflict_exist,conflict_detect
,,1,1,100,0,26,0,0,0,0,0,0,316,44,0.000562,"{'status': 'ERROR', 'reason': 'Conflict: roma cannot reach 100.0.32.0/24 but the subnet 100.0.32.0/24 is reachable from roma.'}",True,True
,,1,1,100,0,27,1.039776086807251,0,0,1,0,0.0,305,13,0.0004835,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'sofia': ['100.0.10.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,28,0,0,0,0,0,0,316,35,0.000544,"{'status': 'ERROR', 'reason': 'The requirements have conflicting statements regarding the reachability from lyon to subnet 100.0.8.0/24.'}",True,True
,,1,1,100,0,29,0.7239506244659424,0,0,1,0,0.0,301,13,0.00047749999999999995,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'zurich': ['100.0.9.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,30,0,0,0,0,0,0,316,33,0.00054,"{'status': 'ERROR', 'reason': 'Conflict: praha is both forbidden and allowed to reach 100.0.0.0/24.'}",True,True
,,1,1,100,0,31,0.4881601333618164,0,0,1,0,0.0,301,17,0.0004855,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'kiev': ['100.0.24.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,32,0,0,0,0,0,0,316,45,0.000564,"{'status': 'ERROR', 'reason': 'Conflict: Geneva cannot reach 100.0.18.0/24 but 100.0.18.0/24 is accessible from Geneva.'}",True,True
,,1,1,100,0,33,0.4667210578918457,0,0,1,0,0.0,303,13,0.00048049999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'warsaw': ['100.0.20.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,34,0,0,0,0,0,0,316,48,0.00057,"{'status': 'ERROR', 'reason': 'Conflict: Paris is not allowed to reach 100.0.32.0/24, but connectivity from Paris to 100.0.32.0/24 is established.'}",True,True
,,1,1,100,0,35,0.7320809364318848,0,0,1,0,0.0,299,17,0.0004825,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'london': ['100.0.25.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,36,0,0,0,0,0,0,316,44,0.000562,"{'status': 'ERROR', 'reason': 'Conflict: brussels cannot reach 100.0.18.0/24 and 100.0.18.0/24 is accessible from brussels.'}",True,True
,,1,1,100,0,37,0.6143617630004883,0,0,1,0,0.0,305,13,0.0004835,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'vienna': ['100.0.13.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,38,0,0,0,0,0,0,316,46,0.000566,"{'status': 'ERROR', 'reason': 'Conflict: amsterdam is not allowed to reach 100.0.5.0/24 but the connectivity to 100.0.5.0/24 is established.'}",True,True
,,1,1,100,0,39,0.6141378879547119,0,0,1,0,0.0,299,13,0.0004745,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'milan': ['100.0.20.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,40,0,0,0,0,0,0,318,31,0.000539,"{'status': 'ERROR', 'reason': 'Conflicting requirements for reachability from Brussels to subnet 100.0.29.0/24'}",True,True
,,1,1,100,0,41,0.4794471263885498,0,0,1,0,0.0,302,13,0.000479,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'london': ['100.0.15.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,42,0,0,0,0,0,0,315,31,0.0005345,"{'status': 'ERROR', 'reason': 'Conflicting requirements for reachability of 100.0.29.0/24 from Marseille.'}",True,True
,,1,1,100,0,43,0.818946123123169,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'milan': ['100.0.15.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,44,0,0,0,0,0,0,316,51,0.000576,"{'status': 'ERROR', 'reason': 'Conflict: Roma is required not to reach 100.0.8.0/24, but connectivity from Roma to 100.0.8.0/24 is established.'}",True,True
,,1,1,100,0,45,0.7164461612701416,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'praha': ['100.0.5.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,46,0,0,0,0,0,0,316,31,0.000536,"{'status': 'ERROR', 'reason': 'Conflicting requirements for reachability from Amsterdam to subnet 100.0.13.0/24'}",True,True
,,1,1,100,0,47,0.5302200317382812,0,0,1,0,0.0,302,13,0.000479,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'roma': ['100.0.3.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,48,0,0,0,0,0,0,320,28,0.000536,"{'status': 'ERROR', 'reason': 'Conflict: bucharest can reach 100.0.32.0/24'}",True,True
,,1,1,100,0,49,0.5115458965301514,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'barcelona': ['100.0.25.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,50,0,0,0,0,0,0,315,34,0.0005405,"{'status': 'ERROR', 'reason': 'Conflicting requirements for reachability of prefix 100.0.18.0/24 from location praha.'}",True,True
,,1,1,100,0,51,0.6130971908569336,0,0,1,0,0.0,302,13,0.000479,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'lyon': ['100.0.11.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,52,0,0,0,0,0,0,316,35,0.000544,"{'status': 'ERROR', 'reason': 'Conflict: milan is not allowed to reach 100.0.25.0/24, but connectivity is established.'}",True,True
,,1,1,100,0,53,0.6221837997436523,0,0,1,0,0.0,302,13,0.000479,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'london': ['100.0.14.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,54,0,0,0,0,0,0,316,35,0.000544,"{'status': 'ERROR', 'reason': 'Conflict: London can reach 100.0.6.0/24 despite the requirement that London cannot reach it.'}",True,True
,,1,1,100,0,55,0.6135599613189697,0,0,1,0,0.0,303,13,0.00048049999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'vienna': ['100.0.31.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,56,0,0,0,0,0,0,320,52,0.000584,"{'status': 'ERROR', 'reason': 'Conflict: bucharest is not allowed to reach 100.0.11.0/24, but connectivity from bucharest to 100.0.11.0/24 is established.'}",True,True
,,1,1,100,0,57,0.6175742149353027,0,0,1,0,0.0,300,17,0.000484,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'sofia': ['100.0.29.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,58,0,0,0,0,0,0,320,47,0.0005740000000000001,"{'status': 'ERROR', 'reason': 'Conflict: istanbul cannot reach 100.0.18.0/24 vs Connectivity from istanbul to 100.0.18.0/24 is established'}",True,True
,,1,1,100,0,59,0.7173502445220947,0,0,1,0,0.0,302,13,0.000479,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'madrid': ['100.0.13.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,60,0,0,0,0,0,0,318,46,0.000569,"{'status': 'ERROR', 'reason': 'Conflict: bucharest cannot reach 100.0.2.0/24 but 100.0.2.0/24 is accessible from bucharest.'}",True,True
,,1,1,100,0,61,0.6565709114074707,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'roma': ['100.0.15.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,62,0,0,0,0,0,0,316,38,0.00055,"{'status': 'ERROR', 'reason': 'Reachability conflict: Rotterdam is supposed to not reach 100.0.13.0/24, but the connectivity is established.'}",True,True
,,1,1,100,0,63,0.9055290222167969,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'zurich': ['100.0.21.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,64,0,0,0,0,0,0,318,49,0.000575,"{'status': 'ERROR', 'reason': 'Conflict: Zurich is not allowed to reach 100.0.23.0/24, but the connectivity from Zurich to 100.0.23.0/24 is established.'}",True,True
,,1,1,100,0,65,0.6209089756011963,0,0,1,0,0.0,302,13,0.000479,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'roma': ['100.0.4.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,66,0.6639962196350098,0,0,1,0,0.0,320,13,0.000506,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'marseille': ['100.0.22.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",True,False
,,1,1,100,0,67,0.5240478515625,0,0,1,0,0.0,305,17,0.0004915,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'athens': ['100.0.31.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,68,0,0,0,0,0,0,322,39,0.0005610000000000001,"{'status': 'ERROR', 'reason': 'Conflict: bratislava can reach 100.0.8.0/24 but it is required to not reach this prefix.'}",True,True
,,1,1,100,0,69,0.921097993850708,0,0,1,0,0.0,301,13,0.00047749999999999995,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'praha': ['100.0.4.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,70,0,0,0,0,0,0,318,31,0.000539,"{'status': 'ERROR', 'reason': 'Conflict in reachability requirements for praha and subnet 100.0.20.0/24'}",True,True
,,1,1,100,0,71,0.8366119861602783,0,0,1,0,0.0,303,13,0.00048049999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'sofia': ['100.0.25.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,72,0,0,0,0,0,0,316,42,0.000558,"{'status': 'ERROR', 'reason': 'Conflict: rotterdam cannot reach 100.0.8.0/24 and 100.0.8.0/24 is reachable from rotterdam.'}",True,True
,,1,1,100,0,73,0.6387777328491211,0,0,1,0,0.0,303,13,0.00048049999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'basel': ['100.0.14.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,74,0,0,0,0,0,0,316,37,0.000548,"{'status': 'ERROR', 'reason': 'Conflict: frankfurt can reach 100.0.18.0/24, but the requirement states that frankfurt cannot reach it.'}",True,True
,,1,1,100,0,75,0.45206308364868164,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'kiev': ['100.0.20.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,76,0,0,0,0,0,0,320,33,0.000546,"{'status': 'ERROR', 'reason': 'Conflicting requirements for reachability from geneva to subnet 100.0.8.0/24.'}",True,True
,,1,1,100,0,77,0.510944128036499,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'amsterdam': ['100.0.15.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,78,0,0,0,0,0,0,315,33,0.0005385,"{'status': 'ERROR', 'reason': 'Conflicting requirements for reachability of location basel to prefix 100.0.10.0/24'}",True,True
,,1,1,100,0,79,0.6240570545196533,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'kiev': ['100.0.8.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,80,0,0,0,0,0,0,318,30,0.000537,"{'status': 'ERROR', 'reason': 'Conflict in reachability requirement for brussels to 100.0.6.0/24'}",True,True
,,1,1,100,0,81,0.6309590339660645,0,0,1,0,0.0,303,13,0.00048049999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'kiev': ['100.0.6.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,82,0,0,0,0,0,0,318,48,0.0005729999999999999,"{'status': 'ERROR', 'reason': 'Conflict: zurich can reach 100.0.8.0/24, but the requirement states that zurich cannot reach 100.0.8.0/24.'}",True,True
,,1,1,100,0,83,0.4682140350341797,0,0,1,0,0.0,299,13,0.0004745,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'madrid': ['100.0.10.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,84,0,0,0,0,0,0,316,31,0.000536,"{'status': 'ERROR', 'reason': 'Conflicting requirements for reachability from Luxembourg to 100.0.18.0/24.'}",True,True
,,1,1,100,0,85,1.023953914642334,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'lyon': ['100.0.21.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,86,0,0,0,0,0,0,320,47,0.0005740000000000001,"{'status': 'ERROR', 'reason': 'Conflict: Bucharest cannot reach 100.0.21.0/24, but the subnet 100.0.21.0/24 is reachable from Bucharest.'}",True,True
,,1,1,100,0,87,0.6141982078552246,0,0,1,0,0.0,303,13,0.00048049999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'budapest': ['100.0.20.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,88,0,0,0,0,0,0,314,42,0.000555,"{'status': 'ERROR', 'reason': 'Conflict: amsterdam cannot reach 100.0.22.0/24 but 100.0.22.0/24 is accessible from amsterdam.'}",True,True
,,1,1,100,0,89,0.5111701488494873,0,0,1,0,0.0,303,13,0.00048049999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'geneva': ['100.0.4.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,90,0,0,0,0,0,0,318,30,0.000537,"{'status': 'ERROR', 'reason': 'Conflict in reachability requirements for brussels and 100.0.10.0/24'}",True,True
,,1,1,100,0,91,0.513469934463501,0,0,1,0,0.0,303,13,0.00048049999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'vienna': ['100.0.23.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,92,0,0,0,0,0,0,324,52,0.00059,"{'status': 'ERROR', 'reason': 'Conflict: bratislava cannot reach 100.0.24.0/24 but traffic originating from bratislava can reach the subnet 100.0.24.0/24.'}",True,True
,,1,1,100,0,93,0.5132102966308594,0,0,1,0,0.0,302,17,0.000487,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'bucharest': ['100.0.14.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,94,0,0,0,0,0,0,318,49,0.000575,"{'status': 'ERROR', 'reason': 'Conflict: Marseille is not allowed to reach 100.0.31.0/24, but the connectivity from Marseille to 100.0.31.0/24 is established.'}",True,True
,,1,1,100,0,95,0.5773980617523193,0,0,1,0,0.0,299,13,0.0004745,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'lyon': ['100.0.20.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,96,0,0,0,0,0,0,316,45,0.000564,"{'status': 'ERROR', 'reason': 'Conflict: strasbourg cannot reach 100.0.20.0/24, but 100.0.20.0/24 is accessible from strasbourg.'}",True,True
,,1,1,100,0,97,0.9846057891845703,0,0,1,0,0.0,300,13,0.00047599999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'zurich': ['100.0.14.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,98,0,0,0,0,0,0,320,34,0.000548,"{'status': 'ERROR', 'reason': 'Conflict in reachability requirement for athens to 100.0.26.0/24'}",True,True
,,1,1,100,0,99,0.4649319648742676,0,0,1,0,0.0,303,13,0.00048049999999999997,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'basel': ['100.0.26.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,2,1,100,0,0,0,0,0,0,0,0,337,48,0.0006015,"{'status': 'ERROR', 'reason': 'Conflict: milan cannot reach 100.0.1.0/24 but traffic from milan should reach the subnet 100.0.1.0/24.'}",True,True
,,2,1,100,0,1,0.7172110080718994,0,0,2,0,0.0,322,13,0.000509,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'sofia': ['100.0.18.0/24'], 'paris': ['100.0.24.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,2,1,100,0,2,0,0,0,0,0,0,334,45,0.000591,"{'status': 'ERROR', 'reason': 'Conflict: Kiev cannot reach 100.0.22.0/24, but connectivity from Kiev to 100.0.22.0/24 is established.'}",True,True
,,2,1,100,0,3,0.8170123100280762,0,0,2,0,0.0,323,13,0.0005105,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'milan': ['100.0.10.0/24'], 'london': ['100.0.1.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
